id,species,enc_id,rec_id,n,n10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
25,Dde,524,HF_20100917_162823.wav,4,0,0.00106373,0.000128347,0.000935572,0.003459475,0.005681374,0.00646721,0.00604318,0.004539614,0.002460702,0.001803195,0.004259121,0.006577151,0.008106392,0.008873962,0.00902287,0.008977139,0.009004863,0.009003962,0.009113356,0.009531766,0.01030189,0.011329177,0.012468604,0.013558261,0.014405218,0.014840597,0.014955264,0.015324095,0.016168275,0.017010159,0.017656287,0.018146333,0.018473888,0.018531614,0.018319776,0.018280998,0.018662103,0.019065801,0.019252354,0.019204649,0.018992183,0.01871116,0.018432868,0.018301691,0.01831504,0.018243473,0.01789792,0.017622364,0.017976949,0.018203883,0.017987243,0.017633158,0.017279888,0.016908164,0.016570952,0.016400879,0.016370499,0.016213163,0.015836679,0.01555123,0.015305073,0.014748105,0.013945459,0.013346148,0.013321958,0.013561865,0.013461846,0.01262198,0.011178377,0.009577733,0.008082612,0.007015832,0.005950587,0.006394474,0.006902364,0.007288442,0.006681584,0.00604554,0.006084741,0.0080764,0.00995117
26,Dde,415,SI20120620_171333.wav,69,7,0.000213532,0.000698138,0.000991191,0.00163566,0.001958019,0.002234268,0.002585538,0.003012839,0.003322771,0.003351784,0.003749091,0.004563794,0.005412816,0.00576845,0.006270128,0.006968753,0.00743826,0.007451842,0.007719373,0.00836066,0.008997067,0.009388137,0.009668634,0.010171454,0.010764806,0.011388275,0.01181352,0.012142471,0.012451943,0.012771563,0.013063526,0.013314083,0.013496411,0.013834086,0.01413506,0.014330033,0.014530064,0.014735093,0.014852237,0.014842158,0.014829978,0.014992243,0.015218488,0.015409405,0.015545405,0.015747328,0.016088107,0.016411936,0.016656798,0.016861025,0.017052026,0.017240512,0.017432079,0.017591416,0.017733139,0.017822043,0.017773007,0.017671953,0.017628939,0.017606786,0.01756307,0.017440068,0.017373147,0.017368048,0.017265709,0.017193431,0.016972893,0.016792233,0.016641819,0.016524056,0.016407772,0.016203044,0.015934938,0.015564632,0.015083521,0.014620409,0.014308283,0.014008456,0.013483137,0.012917758,0.012623434
27,Dde,524,HF_20100917_161244.wav,29,3,0.001554989,0.000880209,7.034213290694647e-05,0.000619868,0.001753339,0.002775813,0.003306088,0.003977399,0.004823673,0.005320077,0.005817998,0.006321831,0.006410719,0.006289217,0.006404656,0.00679893,0.007022161,0.007096759,0.007402027,0.007667458,0.007873242,0.008284738,0.008962036,0.009615018,0.010134509,0.011067152,0.01240597,0.013230065,0.013709547,0.014037661,0.014455784,0.014561884,0.014468583,0.014764731,0.015247154,0.015603188,0.015796812,0.016068477,0.016205731,0.016159914,0.015959431,0.01598275,0.016144293,0.016308271,0.016394161,0.01637594,0.016178222,0.015760921,0.015596516,0.015504576,0.01553325,0.015590906,0.015840546,0.016219845,0.016395534,0.016331419,0.016116983,0.015939676,0.015861943,0.015735983,0.015696353,0.015849125,0.015984217,0.015980355,0.015926473,0.01572868,0.015538516,0.015591887,0.015710995,0.015913412,0.015897118,0.015747039,0.015763459,0.015532919,0.0150979,0.015040558,0.01502939,0.014891793,0.014801834,0.014790494,0.014750573
28,Ttr,539,HF_20100922_085731.wav,8,1,0.006511432,0.005732681,0.004249652,0.003649819,0.003308769,0.000920915,0.000653393,0.004631241,0.006903809,0.008258193,0.009150434,0.009731049,0.010034364,0.010046306,0.009749391,0.009135654,0.008224261,0.007102262,0.005965362,0.0051871,0.005155131,0.005332126,0.004756714,0.003991121,0.005648995,0.008437344,0.011047739,0.013079734,0.014626778,0.015803782,0.016679099,0.017291462,0.017660657,0.017792234,0.017678651,0.01729768,0.016608532,0.015549971,0.014071903,0.012364106,0.011555123,0.012594641,0.014221348,0.015453282,0.016225891,0.01661856,0.016698379,0.016525906,0.016182035,0.015797212,0.015548405,0.015562972,0.015797437,0.016080111,0.016245423,0.016186951,0.015848202,0.015230047,0.01449034,0.014114521,0.014591047,0.015696003,0.016863598,0.017806253,0.018461788,0.018834926,0.018938562,0.018779325,0.018355473,0.017660526,0.016700136,0.015547314,0.014439645,0.013725301,0.013459613,0.013297843,0.012884078,0.011935782,0.00995127,0.007951831,0.007123051
29,Ggr,105,2009-06-25a.WAV,11,1,0.003879139,0.003717502,0.004161226,0.004433848,0.003915302,0.00361881,0.003565273,0.003837192,0.003300816,0.002421092,0.002124516,0.001388535,0.001659576,0.001473339,0.000684826,0.000158314,0.000258538,0.001816881,0.003086321,0.003028603,0.002370796,0.002221811,0.004299581,0.005956343,0.006865029,0.00817689,0.010080034,0.012109331,0.013797463,0.014829262,0.015329042,0.015509788,0.015523723,0.015419476,0.015238682,0.01503029,0.014760866,0.0143189,0.013852789,0.014748664,0.017026158,0.018811666,0.019877988,0.020307598,0.020109059,0.019225892,0.01753997,0.015157181,0.013257083,0.013507433,0.014091775,0.013475636,0.012329534,0.012149637,0.012747824,0.012447327,0.010040289,0.008746918,0.013124306,0.016605912,0.018375968,0.01938538,0.020026181,0.020569508,0.02111898,0.021601302,0.021875225,0.021807076,0.021286326,0.02025752,0.018911723,0.018095728,0.018536603,0.019385734,0.019665197,0.019079577,0.017828703,0.017489413,0.018995621,0.020666021,0.021494621
30,Ttr,542,HF_20100918_173043.wav,4,0,0.004653602,0.002506545,0.002856912,0.004430127,0.00509399,0.004967773,0.003786699,0.001099321,0.000457698,0.003166873,0.004484926,0.006505402,0.008230191,0.009111315,0.009464027,0.009402783,0.008994249,0.00831752,0.007652312,0.007424003,0.007571468,0.008409007,0.009257916,0.009497939,0.0091764,0.008336289,0.008274357,0.010303171,0.012231323,0.013528344,0.01427052,0.014364945,0.013908393,0.01473162,0.015888788,0.016324424,0.016352453,0.016344031,0.016540582,0.016654126,0.016406664,0.015693012,0.014541691,0.013400432,0.012733033,0.013005692,0.013437552,0.014388523,0.015276897,0.015586076,0.015379412,0.014723074,0.013852392,0.013040109,0.012645723,0.012456566,0.013904861,0.015582297,0.016348235,0.016607059,0.016464651,0.015958226,0.015135799,0.01435977,0.01435516,0.015206235,0.016254632,0.017022294,0.017470982,0.017645101,0.017589864,0.017366138,0.017080802,0.016916054,0.016993964,0.017179671,0.017273571,0.017185171,0.016879749,0.016328663,0.015751841
31,Dde,524,HF_20100917_161244.wav,9,1,0.002199834,0.001132235,3.860665403620978e-05,0.00074124,0.002210944,0.00324034,0.003360474,0.003047419,0.003413441,0.004272151,0.004997618,0.005449694,0.005595636,0.005406681,0.005041341,0.005363619,0.005396607,0.00575131,0.0064275,0.006280208,0.006169228,0.006750026,0.006942866,0.006907895,0.007160119,0.007996896,0.008899263,0.009887445,0.010694154,0.011495252,0.013109592,0.014257441,0.014922672,0.015249514,0.015304586,0.015173656,0.015000067,0.014940208,0.015031618,0.015148519,0.015147162,0.015024821,0.014906023,0.014883792,0.014934737,0.015041274,0.015295477,0.015738459,0.016228768,0.016623326,0.016887224,0.017056891,0.017167027,0.017220002,0.017231315,0.01726052,0.017325001,0.017339698,0.017249215,0.017104125,0.01702275,0.017102114,0.017343724,0.017675395,0.018039699,0.018418844,0.018784285,0.01907054,0.019209646,0.019167261,0.018938534,0.01852578,0.017927541,0.017144168,0.016242177,0.015544196,0.015220975,0.015162486,0.015378871,0.015810638,0.016197604
32,Dde,415,SI20120620_171333.wav,71,7,4.589254149558156e-05,0.000261973,0.001256816,0.001631229,0.001572385,0.001459617,0.001489145,0.002448932,0.003392707,0.003956432,0.004223971,0.00470381,0.005241473,0.005880354,0.006122847,0.006256147,0.00678185,0.007638051,0.008350403,0.008628899,0.008475279,0.008462741,0.008967614,0.009643537,0.010209979,0.010635753,0.010847026,0.010991229,0.011242709,0.011453984,0.01170018,0.01198112,0.012302958,0.012791533,0.01337161,0.013959764,0.01452175,0.01496902,0.015223693,0.015374707,0.015439154,0.015473786,0.015573886,0.015667834,0.015687057,0.015540108,0.01520193,0.014901343,0.01493537,0.015203637,0.015697867,0.015959916,0.016342024,0.016747662,0.017168845,0.017637766,0.017968386,0.018092077,0.018128227,0.01822671,0.018427834,0.018665647,0.018775885,0.018859468,0.018911692,0.018810015,0.018544764,0.018356224,0.018105665,0.017779003,0.017487378,0.017202496,0.016847692,0.016328371,0.0157446,0.015426872,0.01535939,0.015018898,0.0143612,0.013614377,0.013309826
33,Ttr,539,HF_20100922_085731.wav,4,0,0.002512526,0.001601124,0.000139408,0.000686641,0.001759695,0.002394532,0.002275477,0.001654961,0.002119276,0.003716369,0.005674812,0.007563772,0.009330445,0.010792249,0.011800314,0.012299164,0.012263546,0.011654406,0.010617787,0.009885911,0.00961631,0.009442129,0.009464663,0.010267182,0.011802199,0.013316399,0.014209832,0.014204996,0.013205365,0.012920391,0.014365683,0.015598297,0.016064834,0.015972684,0.015802804,0.016106859,0.016953577,0.01794554,0.018747126,0.019215561,0.019306726,0.018991215,0.018221268,0.016930818,0.0151276,0.013166658,0.012093505,0.012799095,0.014143153,0.014996368,0.015409333,0.016023628,0.016678665,0.016700577,0.015852034,0.014400744,0.013791172,0.013843655,0.013611845,0.012543154,0.011031175,0.01100868,0.010951814,0.010913874,0.010904822,0.011886034,0.012231998,0.011697898,0.01146073,0.012123305,0.013541242,0.014722001,0.015508114,0.016226716,0.016840818,0.017112519,0.017178156,0.017066907,0.016559038,0.015615218,0.014822886
34,Gme,459,Ob16C_20161006_104732_126.wav,6,1,0.009190613,0.009195031,0.009253253,0.009361343,0.009466103,0.009461973,0.00923567,0.008730905,0.008075454,0.007878523,0.008619879,0.009273464,0.009727783,0.010298687,0.010867864,0.011446448,0.012002487,0.012229586,0.011697002,0.011376959,0.012697541,0.013529691,0.014118812,0.014561504,0.014888274,0.015151421,0.015367544,0.015506143,0.015541378,0.01547206,0.015316738,0.015118849,0.014952368,0.014901051,0.015015618,0.015287349,0.015656653,0.016049613,0.016414454,0.016732452,0.017007999,0.017252074,0.017470795,0.017665363,0.017837893,0.017994438,0.018143612,0.018293058,0.018445392,0.018594997,0.018727351,0.018821637,0.018855209,0.018807365,0.018660957,0.018402145,0.018019281,0.017501698,0.016838781,0.016019689,0.015035028,0.013886053,0.012620181,0.011408327,0.010513367,0.010005424,0.009732219,0.009522413,0.009206437,0.008660279,0.007816233,0.006623085,0.004997935,0.002653376,0.001422656,0.00067362,0.001295135,0.00203796,0.001855301,0.001006699,0
35,Dde,415,SI20120620_171333.wav,87,9,0.000182715,0.000906574,0.001521452,0.001881751,0.001858677,0.001726151,0.001877628,0.002604269,0.003508644,0.00408304,0.004592928,0.005115742,0.00557641,0.006031724,0.006417653,0.006931058,0.007654486,0.00819205,0.008236904,0.008237243,0.00835408,0.008750036,0.009320326,0.009899123,0.010432331,0.010870767,0.011187441,0.011328385,0.011581978,0.011893404,0.012209088,0.012644149,0.013101188,0.013355538,0.013548799,0.013987936,0.014545828,0.014885329,0.014994081,0.015193476,0.015361416,0.015479471,0.015571543,0.015550687,0.015464497,0.015520801,0.015618595,0.015758337,0.01594486,0.016212565,0.016471879,0.016576617,0.016879848,0.017287276,0.017665733,0.018001522,0.01825783,0.018406459,0.018328844,0.018154544,0.0181188,0.018198436,0.018323981,0.018363928,0.018180861,0.017833801,0.017520059,0.017343994,0.017083553,0.016775074,0.016648047,0.016362499,0.015837494,0.015257314,0.014777931,0.014479891,0.014338579,0.013990822,0.013415607,0.012797449,0.012618175
36,Dde,524,HF_20100917_151117.wav,4,0,0.000995859,0.000611875,0.000361281,0.000151731,0.001474419,0.002938853,0.003163567,0.004179777,0.00613941,0.006732779,0.007778379,0.009634419,0.010754343,0.011404826,0.011672857,0.011621164,0.011420509,0.011251804,0.010926745,0.010316711,0.010135708,0.011257842,0.012913172,0.014182679,0.014994511,0.015505116,0.015890002,0.01626073,0.016610282,0.016878109,0.017025232,0.017020166,0.016937665,0.017047812,0.017422571,0.017867956,0.018208589,0.018331601,0.018219042,0.017945348,0.01758533,0.01717679,0.016891418,0.016956621,0.017266994,0.017502903,0.017465011,0.017164826,0.016728998,0.016212976,0.015642164,0.0149459,0.013811078,0.01330916,0.014101193,0.014546974,0.01445951,0.01382125,0.012714665,0.011535614,0.010608988,0.008653253,0.007003036,0.009277075,0.011312249,0.012445844,0.012726375,0.012540126,0.012283587,0.012208437,0.01186102,0.01114473,0.011736133,0.012444584,0.012289724,0.011645349,0.011044765,0.010972547,0.01139195,0.011473545,0.010911863
37,Dde,577,HF_20100928_174711.wav,6,1,0.001533791,0.000124298,0.001185608,0.002965501,0.003638023,0.003775638,0.003529182,0.003045866,0.00275993,0.00340074,0.004730691,0.005765609,0.00616043,0.005771748,0.004151365,0.002418855,0.003642905,0.005269934,0.007080572,0.008569125,0.009443812,0.01005583,0.010710898,0.01153754,0.012575378,0.013756733,0.014821233,0.015632135,0.016199299,0.016577432,0.016829425,0.017000941,0.017108254,0.01715361,0.01715213,0.017140718,0.017139617,0.017119038,0.017039542,0.016882842,0.016627066,0.016228816,0.015647796,0.014991312,0.01467024,0.014684101,0.01476579,0.014932584,0.015156619,0.015348863,0.015496625,0.015676547,0.015972211,0.016351842,0.016698548,0.016913203,0.016932414,0.016722763,0.016316761,0.01587886,0.015526628,0.015138461,0.014622788,0.014043941,0.01346921,0.0128437,0.012371257,0.012494567,0.012845278,0.013058701,0.013101778,0.01271556,0.013297638,0.014770241,0.015687122,0.016264701,0.016549506,0.016544719,0.016242547,0.015675738,0.015326737
38,Dde,415,SI20120620_171333.wav,104,10,0.000331991,0.000135348,8.74290937010234e-05,0.000460387,0.000876349,0.00156717,0.0022489,0.002331947,0.002328686,0.002583956,0.00286206,0.003180738,0.003850265,0.004618099,0.005366806,0.005814984,0.006189536,0.006500947,0.006903901,0.007406362,0.007629259,0.007766636,0.008038633,0.008767035,0.009800031,0.010507085,0.010726205,0.010756066,0.010905635,0.011240649,0.011615284,0.012080416,0.012474904,0.012860053,0.013178049,0.013351114,0.013545261,0.013917859,0.014358991,0.014724582,0.015032892,0.015379693,0.015722925,0.016001409,0.016220153,0.016528631,0.016885407,0.017282492,0.017637711,0.017906954,0.018170612,0.018383301,0.018611915,0.018850378,0.01908971,0.019298045,0.019421213,0.01947181,0.019442503,0.019378891,0.019335021,0.019316492,0.019300258,0.01920755,0.019042019,0.018823454,0.018566326,0.018275544,0.017906113,0.017487983,0.017056284,0.016687361,0.01635718,0.015955334,0.015423198,0.014842343,0.014362086,0.013919058,0.013476131,0.013079011,0.012975002
39,Ttr,542,HF_20100918_173043.wav,5,1,2.977175553109663e-05,0.001801015,0.003155099,0.004275437,0.004967512,0.005126984,0.005153647,0.005369311,0.005689339,0.006171492,0.006441822,0.006282973,0.006195784,0.006568632,0.007023411,0.007492853,0.008030353,0.008527419,0.008559237,0.008375496,0.009502964,0.011052906,0.012084273,0.012597558,0.012556396,0.012557489,0.013105562,0.013967678,0.014822954,0.015341423,0.015672451,0.015710349,0.01521621,0.014506104,0.014598205,0.014997608,0.015161161,0.015025056,0.014873562,0.014794603,0.014667939,0.014348124,0.013178601,0.012876332,0.015002666,0.016560561,0.017553116,0.01813618,0.018366496,0.018245427,0.017725476,0.016958902,0.017007133,0.017635654,0.017861317,0.017699317,0.01727896,0.016597357,0.015552013,0.014236347,0.013075441,0.012146554,0.011722585,0.012029164,0.013505264,0.014782542,0.015418606,0.015807818,0.015914232,0.015697383,0.015196075,0.014425906,0.01335403,0.011982726,0.010989396,0.010931142,0.011275979,0.011990996,0.01271374,0.013047742,0.013122661
40,Ttr,542,HF_20100918_171508.wav,5,1,0.001476643,0.00178181,0.001722304,0.000165116,0.000617025,0.001858994,0.002499701,0.002627829,0.003214232,0.004401483,0.005489976,0.005937755,0.006699555,0.008006754,0.008979742,0.009156871,0.009278353,0.0100008,0.010723691,0.011600628,0.012401431,0.012935326,0.013205261,0.013201265,0.012897698,0.012191007,0.011162305,0.012112485,0.014361484,0.015872525,0.016830571,0.017416186,0.017711834,0.017764675,0.017613076,0.017298261,0.016869115,0.016381858,0.01586608,0.0152679,0.014456295,0.01360062,0.013257154,0.012932232,0.01248421,0.012741724,0.013773807,0.0145229,0.014875901,0.015215928,0.015611146,0.015886278,0.015980911,0.015882712,0.015590351,0.014980685,0.014206414,0.014706439,0.015335577,0.015425086,0.015273629,0.015075215,0.015043475,0.015233592,0.01552123,0.015815393,0.016029431,0.0161021,0.016028004,0.015812916,0.015423791,0.014792344,0.013968441,0.013438957,0.013456031,0.013551305,0.013492721,0.013272941,0.01286432,0.01208274,0.010655449
41,Dde,415,SI20120620_171333.wav,88,9,3.140299569314672e-05,7.930250178206038e-05,6.102715080747278e-05,0.000517294,0.000960075,0.001404033,0.001941366,0.002253488,0.002545665,0.002824814,0.003109441,0.003761861,0.004363116,0.004810872,0.005291184,0.006089046,0.006888535,0.007503222,0.00788183,0.008146753,0.00843285,0.008845368,0.009404215,0.010085113,0.010584742,0.010861967,0.011194495,0.011412754,0.01159877,0.011913693,0.012271021,0.012679951,0.013013597,0.013296664,0.013616527,0.01386615,0.014168342,0.014468738,0.014683891,0.014927506,0.01521443,0.015504166,0.015801166,0.016124288,0.016494249,0.016810388,0.017071027,0.01728347,0.017530435,0.017846437,0.018145796,0.018348198,0.018434502,0.018504591,0.018651139,0.018801936,0.018866549,0.018836933,0.018776275,0.018731701,0.01868643,0.018640664,0.018560787,0.018430151,0.018269598,0.018091608,0.017875685,0.017591749,0.017263493,0.01690027,0.016459636,0.016020074,0.015596322,0.015153557,0.014613327,0.013998041,0.01353958,0.013098028,0.012700554,0.012473315,0.01246877
42,Dde,524,HF_20100917_161244.wav,19,2,0.00176119,0.000856044,7.308317337082273e-05,0.000413651,0.001195342,0.002176268,0.00297424,0.003807857,0.004839998,0.005613463,0.006152873,0.00646828,0.006618986,0.006595429,0.006433838,0.006611031,0.006872585,0.007084358,0.007251575,0.007569804,0.007976355,0.008356155,0.008937651,0.009410237,0.010222865,0.011424757,0.012481777,0.013260388,0.013798112,0.014178927,0.014405643,0.014408118,0.014116717,0.014398952,0.014937832,0.015353471,0.015712187,0.01594254,0.015980754,0.015833854,0.015710801,0.015763998,0.015869719,0.016087201,0.016331875,0.016477406,0.016249763,0.015668563,0.015566531,0.015696981,0.015909742,0.016153974,0.016305901,0.016420828,0.016409213,0.016206345,0.015837097,0.015485918,0.015329065,0.01529136,0.015427265,0.015772841,0.016146342,0.016377247,0.016393323,0.016199965,0.01602385,0.016012694,0.016029026,0.016005471,0.015920521,0.015764514,0.015531548,0.015175024,0.014909467,0.014949805,0.014932652,0.015085907,0.015314649,0.015413994,0.01533443
43,Dde,530,HF_20100917_221931.wav,4,0,0.000694454,0.000246807,0.002366313,0.004993302,0.006948192,0.008164464,0.00873397,0.008717555,0.008158751,0.007164841,0.005996451,0.006625307,0.008330578,0.009192776,0.00945391,0.009310671,0.008875318,0.0081525,0.007008779,0.005047063,0.004535069,0.005672779,0.005812467,0.006804952,0.009618864,0.012002151,0.013787165,0.015265249,0.016487776,0.017450032,0.018213276,0.018820345,0.019250474,0.019479056,0.019559119,0.019618378,0.019707068,0.019728683,0.019576576,0.019192292,0.018528098,0.017528315,0.016148882,0.014432874,0.012754138,0.012000269,0.012450162,0.013352217,0.014223388,0.014987842,0.015660692,0.01623893,0.016726321,0.017130159,0.017410841,0.017479803,0.01725681,0.016701925,0.015809199,0.014585386,0.01302479,0.011251033,0.009870084,0.009618957,0.010069401,0.010544637,0.011771538,0.013119917,0.013938601,0.014340754,0.014256916,0.013286103,0.013010016,0.01399511,0.014017406,0.01325951,0.012218872,0.011842245,0.011326084,0.010053392,0.009014611
44,Gme,6,MF20070712_111215.wav,6,1,0.005839342,0.004951579,0.003948061,0.00321917,0.002886602,0.001969042,0.000181676,0.000761581,0.001515855,0.001833895,0.003157869,0.003637473,0.004485891,0.005908769,0.006284636,0.006239742,0.006252322,0.006604435,0.007561409,0.008600262,0.009106272,0.009077899,0.008953821,0.009052358,0.009242526,0.009501555,0.009574272,0.009543317,0.009909024,0.011158124,0.012636784,0.013734925,0.014480752,0.014949043,0.01526704,0.015596793,0.015921959,0.016063462,0.015914477,0.015423971,0.014462749,0.013016094,0.012760549,0.012926117,0.013367089,0.014178596,0.014741287,0.01510275,0.015371225,0.015655557,0.016142372,0.016809568,0.017419743,0.017828662,0.018025714,0.01807258,0.01804459,0.017959287,0.017705027,0.017170162,0.017247113,0.017706988,0.017718737,0.017651427,0.017907333,0.018285353,0.01853493,0.018595214,0.018459218,0.018151975,0.017712364,0.017177556,0.016613444,0.016140627,0.015771444,0.015417393,0.0151377,0.014974962,0.014743691,0.014318881,0.014025948
45,Dde,415,SI20120620_171333.wav,91,9,3.615299780220761e-05,0.000141632,0.000388012,0.000920981,0.001329318,0.001656523,0.002131996,0.002581409,0.002890482,0.003127326,0.003476777,0.004184786,0.004529714,0.004638011,0.005218133,0.00625782,0.007107355,0.007644795,0.00800906,0.008494723,0.009018961,0.009351763,0.009578956,0.010023759,0.010667841,0.011134211,0.011532976,0.011734342,0.011934515,0.012292909,0.012712491,0.01306397,0.013248969,0.013336967,0.013519364,0.013764571,0.013951613,0.014104805,0.01417736,0.014354148,0.014565665,0.014769938,0.015127501,0.015544638,0.015865454,0.01604613,0.016224259,0.016375081,0.016543853,0.016820047,0.017117387,0.017369569,0.017546896,0.017664652,0.017876708,0.018150269,0.018291668,0.018305362,0.018289478,0.018242044,0.018185172,0.018208314,0.018178794,0.018091885,0.018001735,0.017949352,0.017867083,0.017681419,0.017441754,0.017175272,0.016842901,0.016498073,0.016167709,0.015829781,0.015485342,0.015091672,0.014716282,0.014374091,0.013981179,0.013654552,0.013571543
46,Ttr,539,HF_20100922_085731.wav,23,2,0.001055475,6.950729218203513e-05,0.000609133,0.001748621,0.0026207,0.003294684,0.003727645,0.004008216,0.004100873,0.003954234,0.004297984,0.004941792,0.005492543,0.005907075,0.006439012,0.007057973,0.007574187,0.007936803,0.008118691,0.008045719,0.007654018,0.006822046,0.006999943,0.00906822,0.010976415,0.012150468,0.012920629,0.013487208,0.01404875,0.014858539,0.015739007,0.016130925,0.015539126,0.013088271,0.012261968,0.015070062,0.016380472,0.01680458,0.016649333,0.016199318,0.016237291,0.016554121,0.017293606,0.018026417,0.017860054,0.017180639,0.016718977,0.016009339,0.015427991,0.015093004,0.014571671,0.01281005,0.011847871,0.014348236,0.016164078,0.017087116,0.017440564,0.017365107,0.017147457,0.01703949,0.01704391,0.017055386,0.017021868,0.01679527,0.015925652,0.015211358,0.015355008,0.015750083,0.015695052,0.015149746,0.013909796,0.013075307,0.014196871,0.01533823,0.01558471,0.015024771,0.014474453,0.014834812,0.015398641,0.015587455,0.015498379
47,Dde,415,SI20120620_171333.wav,79,8,8.100966957625074e-05,0.000208668,0.000310939,0.001034112,0.001240333,0.001427625,0.00163737,0.002129026,0.002596881,0.002878855,0.003228226,0.003768037,0.00434771,0.004971059,0.005783778,0.006170217,0.006268946,0.00622615,0.006725497,0.007609659,0.008301746,0.00869455,0.009061078,0.009706649,0.010232282,0.010577207,0.010806658,0.011382263,0.012147074,0.012739601,0.012991294,0.012934778,0.013048301,0.01354413,0.013914748,0.014067103,0.014184267,0.01443209,0.014602022,0.014655032,0.014767784,0.01496329,0.01509471,0.015163386,0.015224019,0.015380879,0.015659991,0.015874218,0.01596939,0.016151504,0.016498727,0.016877701,0.017337527,0.01769688,0.01791659,0.018140097,0.0183724,0.018562509,0.01866954,0.018671362,0.018601165,0.018521128,0.018404481,0.018335205,0.018237624,0.018110046,0.017913935,0.017740193,0.017630029,0.01753019,0.017382666,0.017126002,0.016827267,0.016517767,0.016273459,0.015997395,0.015703267,0.01539681,0.014999631,0.014623337,0.014468923
48,Ttr,539,HF_20100922_085731.wav,5,1,0.000141216,0.000514697,0.000347591,0.001202573,0.003001168,0.003147542,0.002280197,0.002474474,0.002620638,0.004555795,0.00703462,0.008695569,0.009649242,0.0100006,0.010073009,0.010295451,0.010684187,0.010971716,0.010857039,0.010631254,0.010880187,0.010262911,0.009595731,0.010687097,0.011282021,0.01174478,0.012207062,0.012609592,0.013006624,0.013500133,0.014113141,0.014794509,0.01543277,0.015984387,0.016417838,0.016717388,0.017014902,0.017461999,0.018009108,0.018513403,0.018883754,0.019051056,0.018966912,0.018655459,0.018377954,0.018519308,0.018824098,0.018936815,0.018887426,0.018691545,0.018256217,0.017608062,0.016949465,0.016435862,0.016088659,0.015815028,0.015340574,0.014456326,0.013943231,0.014001376,0.01394109,0.013750742,0.013402229,0.01295956,0.012413756,0.011570933,0.010445763,0.009665012,0.009982771,0.010812851,0.011398511,0.011643783,0.011653524,0.011427554,0.010994268,0.01165634,0.012814196,0.013147925,0.01326167,0.013418906,0.013535327
49,Ttr,539,HF_20100922_085731.wav,17,2,0.000356721,0.002132332,0.003868871,0.005070181,0.005973427,0.006293389,0.006641495,0.00700895,0.007381658,0.007646363,0.00793321,0.00827097,0.008311395,0.008614263,0.009393771,0.009893161,0.009928266,0.009540191,0.008876044,0.008842948,0.008786243,0.0091582,0.010319978,0.011202226,0.01175494,0.012222874,0.01273333,0.01340084,0.014092885,0.014975091,0.015816835,0.016441232,0.016584987,0.016737772,0.017229147,0.017891519,0.01821887,0.018331877,0.018164188,0.017888559,0.017639995,0.017360941,0.01728894,0.017342103,0.016982048,0.016596955,0.016370626,0.01597717,0.015322293,0.014752295,0.014140498,0.013360882,0.013059063,0.013600953,0.01427228,0.014398533,0.014655445,0.014863308,0.014255587,0.013291142,0.012741136,0.01244039,0.012392962,0.011991023,0.01167243,0.012309084,0.012406707,0.011378547,0.010652684,0.01120905,0.012047754,0.012647399,0.013124623,0.013136296,0.012757993,0.012626733,0.012494735,0.012286408,0.01292034,0.013600198,0.013703251
