id,species,enc_id,rec_id,n,n10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
50,Dde,415,SI20120620_171333.wav,94,9,0.000193526,0.000149963,7.185743987229579e-05,0.000502391,0.000866206,0.001407902,0.00203929,0.002134639,0.00220369,0.002599353,0.002939263,0.003320372,0.003978572,0.004558943,0.005182947,0.005874231,0.006531865,0.006939018,0.007256883,0.007555105,0.007736336,0.007989519,0.008366934,0.00909042,0.010000317,0.010660019,0.010944678,0.010931817,0.010988927,0.011257992,0.011684733,0.012256441,0.012771785,0.013191669,0.013512244,0.013736132,0.014000715,0.014394206,0.014839735,0.01519941,0.015512562,0.01587839,0.016264513,0.016602439,0.016860892,0.017143814,0.017466722,0.017803578,0.018118824,0.018379257,0.018588163,0.018740466,0.018871763,0.018998359,0.019135996,0.01926387,0.01933031,0.019343429,0.019279275,0.01916332,0.019055083,0.019001488,0.018978458,0.018866439,0.018667743,0.018423068,0.018139055,0.017812382,0.01741003,0.016973007,0.016517679,0.016114458,0.015752436,0.0153159,0.014711076,0.014027938,0.013477631,0.013016876,0.012604067,0.012286767,0.012242427
51,Gme,459,Ob16C_20161006_104732_126.wav,5,1,0.010881495,0.010919252,0.010873611,0.010746336,0.010610263,0.010558535,0.010558623,0.01056792,0.010893967,0.0117092,0.012587618,0.013256278,0.013655892,0.013771412,0.013707553,0.013790014,0.013981785,0.01385656,0.012892531,0.012437381,0.014262172,0.015447155,0.016151012,0.016558811,0.016753139,0.016789677,0.016712569,0.016555478,0.016336794,0.016057768,0.01570993,0.015287987,0.014789859,0.014181485,0.01331524,0.012557629,0.013021001,0.013688683,0.014118605,0.014472982,0.014782465,0.015035216,0.015207033,0.015255935,0.01509786,0.014717652,0.014979788,0.015918154,0.016631654,0.017105388,0.017413545,0.017586691,0.017638632,0.017576097,0.0174023,0.017118409,0.016724258,0.016218836,0.015600818,0.014869387,0.014026019,0.01307999,0.012067094,0.011086105,0.010263227,0.009593477,0.008959861,0.008288371,0.007576435,0.00685546,0.006121906,0.005326326,0.004476654,0.003628031,0.002588869,0.001507794,0.001801239,0.002107113,0.001778559,0.000963149,0
52,Gme,459,Ob16C_20161006_104732_126.wav,5,1,0.009296546,0.009528294,0.009498907,0.009194152,0.008610096,0.007734282,0.007364472,0.008442567,0.009689411,0.010525871,0.011015111,0.011232609,0.01119289,0.010821153,0.010248734,0.010442035,0.011304205,0.012207279,0.013042896,0.013727619,0.014265703,0.01470865,0.015084941,0.015387832,0.015608171,0.015759773,0.015873385,0.015960946,0.015995221,0.015940297,0.015788673,0.015568251,0.015327322,0.015132361,0.015062306,0.01510543,0.015144689,0.015115953,0.015140839,0.015439912,0.015929851,0.016387606,0.016744766,0.017007614,0.017194369,0.017323947,0.017412554,0.017469777,0.017495271,0.017478121,0.017398795,0.017231263,0.016942612,0.016489824,0.0158473,0.015274261,0.015186808,0.015238781,0.015094811,0.014758724,0.014274715,0.013685677,0.013039083,0.012386261,0.01176983,0.011202501,0.010655119,0.010070709,0.009392072,0.008586859,0.007678913,0.006763124,0.0059173,0.005159593,0.004562095,0.004136275,0.003670248,0.002877871,0.00151263,0.000194687,2.7601722936827625e-05
53,Dde,415,SI20120620_171333.wav,95,10,1.568415895071976e-05,4.189060175445403e-05,0.000372453,0.000757466,0.001088492,0.001565659,0.002134403,0.002597038,0.002850375,0.002952038,0.003099602,0.003892629,0.004529166,0.004712753,0.00519451,0.00600894,0.006702746,0.007231571,0.007563336,0.008045927,0.008580697,0.009009833,0.009270314,0.009593502,0.010215625,0.010652998,0.011024171,0.011278414,0.011562455,0.011951457,0.012303045,0.012471223,0.012401079,0.012304021,0.012493525,0.012824388,0.013132934,0.0134255,0.013606718,0.01383299,0.014090182,0.014362083,0.014817323,0.015331371,0.01570508,0.015923224,0.016135244,0.01631715,0.01650784,0.016769213,0.017067251,0.017368284,0.017601125,0.017771608,0.017996728,0.018260784,0.018452605,0.018542015,0.018586163,0.018588094,0.018547696,0.018592064,0.018618798,0.018570451,0.01848974,0.018416347,0.018312186,0.018165376,0.017990808,0.017776788,0.017489715,0.017181705,0.016923623,0.016694883,0.01644284,0.016119665,0.015805319,0.015514728,0.015247655,0.014951383,0.014663293
54,Dde,524,HF_20100917_161244.wav,5,1,0.007451035,0.00779552,0.007789781,0.007322747,0.006312532,0.004767587,0.003146282,0.002294122,0.002493566,0.002987928,0.00264935,0.000545962,0.001114998,0.005244363,0.008329843,0.010545872,0.012172363,0.01334505,0.014145953,0.014621151,0.014792065,0.014662116,0.014224634,0.013491273,0.012605118,0.012071677,0.012524389,0.013815258,0.015274891,0.016541989,0.017545478,0.018297767,0.018820414,0.019128267,0.019227747,0.019118033,0.018793462,0.018249152,0.017497171,0.016610497,0.015804136,0.015426767,0.015636396,0.016177256,0.01669808,0.017003237,0.017011596,0.01667496,0.015930311,0.014661288,0.012657789,0.009938359,0.009044687,0.011454185,0.013777632,0.015220078,0.01609168,0.016565201,0.016736253,0.01666631,0.016403202,0.015992025,0.015480212,0.014915834,0.014337738,0.013761522,0.013172827,0.012537494,0.011826607,0.011048536,0.010279736,0.009676825,0.009414108,0.009507085,0.0097609,0.009956596,0.009963919,0.009717781,0.009172845,0.008262279,0.007268326
55,Dde,415,SI20120620_171333.wav,77,8,0.000193159,0.000566027,0.00076541,0.001358379,0.001774039,0.002056765,0.002461593,0.003000678,0.003503569,0.003797457,0.004317193,0.005164201,0.005912689,0.006182402,0.00636172,0.00678205,0.007329975,0.007567899,0.00787632,0.0082026,0.008544234,0.008874876,0.009298856,0.009938173,0.010595172,0.011134656,0.011503742,0.011751372,0.011881251,0.012001496,0.012302048,0.012781282,0.013190311,0.013489857,0.013683632,0.013867158,0.014091756,0.014347897,0.014583516,0.014658684,0.014622426,0.014881038,0.015325238,0.015604672,0.015738216,0.015863769,0.016153545,0.016452608,0.016643858,0.016802497,0.017056883,0.017269372,0.017468173,0.017639759,0.017780749,0.017864399,0.017821411,0.01778171,0.017835954,0.017905248,0.017957309,0.017938423,0.01791864,0.017840182,0.017651994,0.017514127,0.017338747,0.017219924,0.017039744,0.016809191,0.016609549,0.016425155,0.016146809,0.015720556,0.01520117,0.014726953,0.014363546,0.014026688,0.013576469,0.01306012,0.012709089
56,Ttr,539,HF_20100922_085731.wav,5,1,0.004998141,0.00571037,0.005610325,0.004775032,0.003370505,0.001582292,0.000254195,0.001320341,0.00469959,0.006936529,0.008428853,0.009385887,0.009896762,0.00997502,0.010113059,0.010817451,0.011241955,0.011079996,0.010337843,0.008948471,0.008107816,0.0082614,0.008776914,0.010117199,0.011666019,0.013087542,0.014306532,0.015197765,0.015629184,0.015554245,0.015131965,0.014762315,0.014656817,0.014817931,0.015129532,0.016428403,0.018012364,0.019062396,0.019699346,0.01995383,0.019788048,0.019046715,0.017766983,0.017744031,0.018142506,0.018175982,0.018030079,0.017636437,0.016817208,0.01590005,0.016410486,0.017040327,0.017213366,0.017068264,0.016846211,0.016671189,0.016152543,0.014906071,0.014376526,0.014144206,0.012631299,0.01027072,0.010146818,0.01101507,0.011105986,0.010890194,0.010218058,0.009631338,0.010109116,0.010533725,0.011372817,0.012297982,0.012800121,0.01250142,0.011798735,0.011601969,0.011580391,0.011904782,0.011552431,0.010167334,0.008150332
57,Dde,415,SI20120620_171333.wav,105,11,5.708396759164264e-05,0.000133924,0.000357639,0.000668411,0.001057466,0.001579906,0.002177452,0.002696827,0.002910096,0.002760145,0.002733355,0.00348845,0.004061847,0.004233569,0.004866265,0.005628676,0.006197527,0.006667014,0.006962379,0.007446862,0.008023735,0.008454926,0.008588888,0.008912809,0.009718624,0.010286621,0.010689606,0.01089271,0.011145356,0.011585705,0.011979177,0.012157594,0.012069987,0.012039997,0.012322531,0.012668953,0.012937909,0.01321697,0.013491651,0.013881205,0.014266557,0.014574421,0.014984354,0.015459581,0.015846281,0.016123448,0.016469616,0.016774168,0.01704864,0.017333448,0.017598967,0.017856115,0.018058326,0.01824402,0.018536602,0.018809832,0.018990495,0.019061597,0.019080127,0.019047825,0.018965553,0.019005485,0.019034438,0.018981001,0.018887249,0.018777901,0.01862247,0.018412254,0.018170822,0.017918729,0.017624213,0.017332602,0.017045096,0.016778442,0.016555947,0.016224347,0.015857666,0.015497781,0.015143259,0.014779685,0.014470796
58,Ttr,542,HF_20100918_171508.wav,5,1,0.000760673,0.003022659,0.003527017,0.003149443,0.002993028,0.003039538,0.004054739,0.005674286,0.006211894,0.006477652,0.007019335,0.007382118,0.00761317,0.0085197,0.009899815,0.010793417,0.010794064,0.010183035,0.010492567,0.01128039,0.011050148,0.009598817,0.008533117,0.00911949,0.011063866,0.011943448,0.011851386,0.012749194,0.012601461,0.012434459,0.013405844,0.014560099,0.014979283,0.015734498,0.016575014,0.017848378,0.018101103,0.017153571,0.01482978,0.0132204,0.014781317,0.01673956,0.017221677,0.016340065,0.015976903,0.01555095,0.013249949,0.010885449,0.012539086,0.015083429,0.016862269,0.018041286,0.018729789,0.018649735,0.017662702,0.015720946,0.014025952,0.013439156,0.013370669,0.013269018,0.012125783,0.012480165,0.013901601,0.01424294,0.013428496,0.011691727,0.011068831,0.011293723,0.011869555,0.013598276,0.01524084,0.016295811,0.016494409,0.016511211,0.016900259,0.01647408,0.015099166,0.012781022,0.012425096,0.013662998,0.014032208
59,Dde,524,HF_20100917_155656.wav,5,1,0.004663664,0.00457958,0.004202027,0.003045336,0.002162262,0.003092541,0.00317232,0.002661432,0.001545491,0.000215908,0.00063918,0.003312377,0.005225409,0.005926692,0.005855346,0.00512656,0.004161904,0.005095611,0.006602401,0.007209022,0.007247666,0.00672654,0.005833349,0.00670555,0.007481441,0.007560328,0.00741682,0.007870987,0.009085891,0.009979571,0.01017556,0.010682285,0.011717598,0.012389496,0.013147808,0.013570411,0.013509158,0.013178712,0.012871239,0.012939571,0.013662747,0.014684681,0.01551582,0.016050355,0.016366225,0.016628995,0.016964714,0.017344833,0.017657363,0.017834724,0.017831729,0.017620908,0.01726817,0.016911306,0.016664972,0.016583687,0.016714051,0.017047226,0.017427298,0.01773851,0.018070597,0.018544491,0.019121074,0.019678279,0.020118037,0.02038112,0.020450807,0.020358264,0.020171141,0.019934138,0.019612805,0.019148138,0.018550093,0.017990791,0.01761772,0.017083901,0.015918383,0.014103193,0.015175418,0.017018711,0.017849538
60,Dde,415,SI20120620_171333.wav,70,7,5.136318233640626e-05,0.000145347,0.000546844,0.000912881,0.001218718,0.001722861,0.002326906,0.002693575,0.00281681,0.002511789,0.002350836,0.003109071,0.003901896,0.004340045,0.00495215,0.005304384,0.00566118,0.006217667,0.006475412,0.006713102,0.007055531,0.007221774,0.007507501,0.008193422,0.009068336,0.009617265,0.009980393,0.01020094,0.010384049,0.010793833,0.011125499,0.01140665,0.011578958,0.011799799,0.012212606,0.012593116,0.012986851,0.013523426,0.014201502,0.014823678,0.015309457,0.015694912,0.016087144,0.016453981,0.016687479,0.016908978,0.01732025,0.017759182,0.018131064,0.018408501,0.018602622,0.018764551,0.018910751,0.019111875,0.019473652,0.019737115,0.01993721,0.020054638,0.0200455,0.019908787,0.019652499,0.019546936,0.019568897,0.019486746,0.019335493,0.019198287,0.01895161,0.018666751,0.018315064,0.017893024,0.017441679,0.017024081,0.016639992,0.016248586,0.015808393,0.01515021,0.014307929,0.013645781,0.01334023,0.013192477,0.013029719
61,Dde,415,SI20120620_171333.wav,88,9,0.000456651,0.000108961,3.830499055289278e-05,0.000576263,0.001085411,0.001458952,0.00185142,0.002359037,0.002753466,0.003232068,0.003757956,0.004007997,0.004231967,0.00485196,0.005547574,0.006029949,0.006294579,0.006567074,0.007321202,0.008182219,0.008696061,0.009052531,0.009403663,0.009954003,0.010499211,0.010836152,0.011007899,0.011345698,0.011972717,0.012548988,0.012784246,0.012715311,0.012746293,0.012932547,0.013155766,0.013313996,0.013436256,0.01359145,0.013585325,0.013656725,0.014030358,0.014491826,0.014716455,0.014660908,0.01456072,0.014835379,0.01523216,0.015408783,0.015482983,0.015697894,0.016095027,0.016497796,0.017034768,0.017562512,0.017989925,0.018345846,0.01863311,0.018805322,0.018903782,0.018997364,0.019033551,0.018994873,0.018816362,0.018579697,0.018384089,0.018288186,0.0181934,0.018034941,0.017762172,0.01749901,0.01739408,0.017283505,0.017129443,0.016907189,0.01669721,0.016499572,0.016234321,0.015881693,0.01567979,0.015490705,0.015285446
62,Dde,415,SI20120620_171333.wav,67,7,0.000224601,3.0106048765432013e-06,0.000501982,0.00130446,0.001751326,0.002132111,0.002848556,0.003332156,0.003394615,0.003070646,0.003236243,0.003977762,0.004412344,0.004738534,0.005286668,0.005675883,0.005966958,0.006560597,0.007221893,0.00768904,0.008038555,0.008123057,0.008368187,0.009118965,0.009849095,0.010356562,0.010770787,0.010872125,0.010984465,0.011370584,0.011660553,0.012010666,0.012292462,0.012561176,0.012958606,0.01320187,0.013295626,0.013496697,0.013917937,0.0144146,0.014854822,0.015312418,0.015676267,0.015892002,0.015934503,0.016089532,0.0165332,0.01696641,0.017428814,0.017828757,0.018030141,0.018137727,0.018324609,0.018678157,0.019184325,0.019521771,0.019697607,0.019791691,0.019818935,0.019721451,0.019479825,0.019296031,0.019138074,0.018903436,0.018705662,0.018627388,0.018457831,0.018165769,0.017726615,0.017301406,0.016904397,0.016513013,0.016160882,0.015745428,0.015249617,0.014466425,0.013579834,0.012883846,0.012690385,0.012786908,0.012802125
63,Dde,524,HF_20100917_155656.wav,4,0,0.003914148,0.004092647,0.00536059,0.005447945,0.0044195,0.002090244,3.8357831899585296e-05,0.001709787,0.003851925,0.004837845,0.00506997,0.004556598,0.004285884,0.005843087,0.007278606,0.008081077,0.008392412,0.008566152,0.008842686,0.008873787,0.008338365,0.007658169,0.007647247,0.008286842,0.009170414,0.009841347,0.010240649,0.010536775,0.010852742,0.011400285,0.012460065,0.013718142,0.014674883,0.015193142,0.015311512,0.015124475,0.014796449,0.014569539,0.014601443,0.01484206,0.015154153,0.015396429,0.015443074,0.015241693,0.014839769,0.01437008,0.014045072,0.013913707,0.013788363,0.013511841,0.013085264,0.012843809,0.01320877,0.013894878,0.014588245,0.015319863,0.016133955,0.0169542,0.017642896,0.018108411,0.018323312,0.018313715,0.018137783,0.017853485,0.01751106,0.017183586,0.016962544,0.016881408,0.016916719,0.017038578,0.01718328,0.0172708,0.017264735,0.017183,0.017061658,0.016916447,0.016724055,0.016428285,0.01599213,0.01546461,0.01508655
64,Dde,524,HF_20100917_155656.wav,4,0,0.006891509,0.00753737,0.007135379,0.006113389,0.006460009,0.00684314,0.006332313,0.00519681,0.003556,0.001300496,0.000162111,0.002346687,0.004017233,0.004849731,0.006314293,0.0091478,0.011177875,0.012584227,0.013566868,0.014200271,0.014516931,0.014527497,0.014232262,0.013647308,0.012897501,0.012419026,0.012814524,0.01402555,0.015448898,0.016715548,0.017732597,0.018500114,0.019034394,0.019348328,0.019447986,0.019333411,0.019001581,0.018453997,0.017716977,0.016888937,0.016198644,0.015929259,0.016135596,0.016569567,0.016944476,0.017091404,0.016924973,0.016378349,0.015352801,0.01365859,0.011129411,0.009396324,0.010720377,0.013133887,0.014866676,0.015950488,0.016583805,0.016884668,0.016926103,0.016760297,0.01643131,0.015981911,0.015456152,0.014897368,0.014341612,0.013808693,0.013294327,0.012764578,0.012149265,0.01132499,0.010115688,0.008923529,0.008128447,0.007310539,0.008201849,0.008613552,0.008606934,0.008864451,0.008824366,0.008286866,0.007700997
65,Dde,524,HF_20100917_161244.wav,7,1,0.005127618,0.005030233,0.004618918,0.003909665,0.002594565,0.000777106,0.000138303,0.001404006,0.003309761,0.004955999,0.005689601,0.005942434,0.006200899,0.006742181,0.00708647,0.007232262,0.007409231,0.007721524,0.008484288,0.010112207,0.011680244,0.012847569,0.013706169,0.014318077,0.014721203,0.014968616,0.015151893,0.015296401,0.015333851,0.015230886,0.015022113,0.014788348,0.014631818,0.014641352,0.014870473,0.015287235,0.01575721,0.016150725,0.016410395,0.016525167,0.016504956,0.016373732,0.016150185,0.015846875,0.015499286,0.015161615,0.014888452,0.014713269,0.014633545,0.014631517,0.014643335,0.014640426,0.014979019,0.015483691,0.015724321,0.015710516,0.015514399,0.015209377,0.0148812,0.014610776,0.01444289,0.014382472,0.01442342,0.014574049,0.014849054,0.015229681,0.015644599,0.015993819,0.0161913,0.016186482,0.015954467,0.015484862,0.014769846,0.013781099,0.012746532,0.012212231,0.011894002,0.011494688,0.011019308,0.010637818,0.010459874
66,Ttr,542,HF_20100918_173043.wav,5,1,0.000699294,6.66456710444809e-05,0.001734872,0.003852872,0.004730172,0.004841743,0.005187299,0.005284265,0.005708174,0.006761329,0.007530473,0.00777425,0.007630584,0.00748261,0.008437428,0.009091601,0.008703802,0.007462294,0.007642242,0.007977189,0.008007646,0.009254239,0.010526236,0.011035267,0.010959103,0.010492493,0.009605929,0.009804308,0.011390178,0.012441456,0.013544074,0.015090859,0.016615906,0.017915268,0.018938769,0.019680368,0.020165265,0.020427639,0.020490018,0.020347776,0.019966685,0.019311892,0.01842915,0.017534251,0.01694751,0.016822871,0.016944022,0.01698873,0.016788978,0.016383401,0.016064675,0.016185865,0.0164869,0.016518942,0.016183911,0.015263826,0.014470135,0.014490608,0.01427997,0.013841464,0.012582834,0.01162691,0.012229364,0.012177711,0.012969715,0.01417558,0.01496514,0.015197337,0.014701082,0.013567925,0.012697114,0.012675985,0.013052839,0.013356665,0.013067668,0.012009443,0.011027904,0.010936197,0.010692265,0.010539857,0.010514746
67,Ggr,105,2009-06-25a.WAV,25,3,0.000321413,0.00140646,0.002027756,0.002321667,0.002249468,0.002446304,0.002905517,0.00316349,0.002786277,0.002224959,0.002640227,0.003221349,0.004513487,0.005030109,0.004503526,0.003920454,0.004181933,0.004880148,0.004333879,0.004150379,0.004045588,0.003741413,0.003932399,0.003496646,0.002859855,0.002843888,0.00348979,0.005288199,0.007578052,0.010038466,0.011696372,0.012485656,0.012458329,0.01153892,0.009525583,0.007096934,0.005861079,0.007609936,0.011107985,0.013932931,0.01583216,0.017032711,0.017498659,0.017060313,0.015517504,0.013206342,0.012266062,0.012829855,0.012606687,0.010741861,0.010324859,0.01253512,0.014874279,0.01650374,0.017310254,0.01793558,0.018729994,0.020003607,0.021467185,0.022628021,0.023253845,0.023324199,0.023060377,0.023030313,0.023622393,0.024289969,0.024377808,0.023690249,0.022155346,0.020222518,0.019044164,0.019451007,0.020385865,0.020734701,0.021513392,0.022585846,0.023341416,0.023601597,0.023341819,0.022526057,0.021685504
68,Ggr,105,2009-06-25a.WAV,138,14,0.000563547,0.000723701,0.000540363,0.000304223,0.000121966,1.974871091207489e-05,0.000327424,0.000776629,0.0011004,0.00112171,0.000964654,0.001138176,0.001583181,0.001351285,0.001105336,0.001263512,0.001107875,0.001030977,0.0018261,0.002827162,0.002815031,0.003162031,0.004895007,0.005737728,0.005880708,0.007011347,0.008777455,0.0105192,0.011951265,0.013110479,0.016114361,0.019437751,0.021276197,0.02172778,0.021164521,0.019880815,0.018680842,0.018093428,0.017697308,0.018042061,0.019444933,0.021058442,0.021613215,0.020998365,0.019428002,0.016925002,0.013851288,0.011212377,0.011173581,0.012158589,0.012635608,0.01422057,0.01615693,0.016497155,0.015856579,0.015851009,0.016458313,0.017725024,0.019149219,0.020201488,0.021023421,0.021767247,0.022127783,0.022511798,0.022818064,0.022468533,0.021570716,0.020192746,0.018381051,0.015686345,0.014392845,0.016185187,0.017139419,0.016874742,0.016597386,0.015970574,0.014987912,0.014664027,0.015429059,0.015617207,0.015204963
69,Ttr,542,HF_20100918_171508.wav,5,1,0.002100246,0.000371115,0.000477965,0.002504028,0.004092313,0.004901176,0.004748114,0.003789294,0.004147781,0.004639792,0.004871549,0.004441075,0.003464746,0.003728862,0.005759858,0.007835932,0.008663533,0.008548286,0.007719527,0.007165023,0.007699356,0.008680972,0.010082015,0.011400591,0.012220914,0.012592351,0.012678879,0.012805408,0.013109209,0.01344534,0.01370431,0.013586634,0.013414753,0.01467562,0.015681468,0.0160432,0.015988667,0.0154949,0.0146122,0.013979029,0.014052349,0.014322577,0.014162889,0.013772852,0.014706406,0.015722196,0.016162322,0.016157069,0.015725894,0.015054977,0.014750676,0.015307908,0.015575426,0.015867952,0.016247502,0.016295966,0.015995744,0.015460564,0.014517954,0.013708132,0.01452199,0.014891449,0.015324164,0.016115455,0.016543306,0.016674646,0.016697843,0.016794206,0.016805489,0.016623517,0.016371788,0.016266619,0.016557496,0.016924133,0.016899218,0.016378724,0.015662653,0.015931786,0.016405658,0.01626459,0.015911885
70,Ttr,539,HF_20100922_085731.wav,12,1,0.000135101,0.000306721,0.001702461,0.003099106,0.003996835,0.004340769,0.004273722,0.004904798,0.005242056,0.005395653,0.005751351,0.006193018,0.006724914,0.006935011,0.006916513,0.007476341,0.008310608,0.009083493,0.009534731,0.009529538,0.009486027,0.009436375,0.009057726,0.009609247,0.010649591,0.011311387,0.01246691,0.013479248,0.013782603,0.013932681,0.014972583,0.016135525,0.016934612,0.017620831,0.018325388,0.018556714,0.018258746,0.018000196,0.018001405,0.01842329,0.018844102,0.018878667,0.018339414,0.017735948,0.01719918,0.017052331,0.017030489,0.016757271,0.016403019,0.015978761,0.0160862,0.016004533,0.015365456,0.014622229,0.014698523,0.014433026,0.013987156,0.014289879,0.014287985,0.014294181,0.013983405,0.01325317,0.012732016,0.012311188,0.0121203,0.012866873,0.013182434,0.013033155,0.013087289,0.013421697,0.013599435,0.013655775,0.013549109,0.013429308,0.013152919,0.012717149,0.013495337,0.014161032,0.014070261,0.013854392,0.01374158
71,Dde,415,SI20120620_171333.wav,77,8,0.000405747,6.231870967619141e-05,0.000157265,0.000689682,0.001081278,0.001601419,0.002199257,0.002653509,0.00317837,0.003743982,0.0041294,0.004396144,0.004680254,0.005231063,0.005739007,0.006219311,0.006423291,0.00671582,0.007444618,0.008299214,0.008945221,0.009208869,0.009477808,0.009975064,0.010424593,0.010784874,0.011026055,0.011294737,0.011873537,0.012416458,0.012664885,0.012601243,0.01257449,0.012744996,0.012939595,0.013085807,0.013231463,0.013407897,0.013473804,0.013625544,0.014029884,0.014444155,0.01463621,0.014549588,0.014391636,0.014656034,0.015075371,0.01527384,0.015340422,0.015553356,0.015912855,0.016238534,0.016763518,0.017321258,0.017888993,0.01834075,0.01860979,0.018764459,0.018892151,0.01905683,0.019141141,0.019053877,0.018843167,0.018583802,0.018410649,0.018396224,0.018317927,0.018095553,0.01772848,0.017415714,0.017332826,0.017255335,0.017122126,0.016890189,0.016575538,0.016321544,0.016035824,0.015681651,0.015477588,0.015425493,0.015327824
72,Dde,524,HF_20100917_162823.wav,4,0,0.004724959,0.006332521,0.007378735,0.007735106,0.00747372,0.006576345,0.004960538,0.002919878,0.000843318,0.000226594,0.000397867,4.540683848646568e-05,0.001241043,0.004423571,0.007938847,0.01043244,0.01221103,0.01348698,0.014359748,0.014879724,0.015068119,0.014924191,0.014430189,0.013573785,0.012473121,0.011736577,0.012241938,0.013755049,0.015377978,0.016725498,0.017761358,0.018519079,0.019029924,0.019312758,0.019374744,0.019212938,0.018815623,0.018165129,0.017249676,0.016111895,0.014999449,0.014488187,0.014897946,0.015762164,0.016543281,0.017032798,0.017177415,0.016949195,0.016295071,0.015096727,0.013095106,0.009870492,0.00783953,0.0108313,0.013852447,0.015540487,0.016531188,0.01705779,0.017231751,0.017118057,0.016764631,0.016218355,0.015535113,0.014781251,0.014020416,0.0132944,0.012630173,0.012072118,0.011669518,0.011455475,0.011498697,0.01179582,0.012130315,0.012265707,0.012072313,0.01146232,0.010280502,0.008066446,0.006980061,0.007394639,0.006953411
73,Gme,25,MF20070722_132442.wav,4,0,0.010927319,0.010542666,0.01056787,0.011135051,0.012067461,0.013189388,0.01428618,0.01516808,0.015738925,0.015827652,0.015361125,0.015838305,0.016860176,0.017173153,0.016859483,0.015801394,0.013670438,0.013216826,0.014266759,0.015697166,0.017465083,0.018835201,0.019720302,0.020246319,0.020508133,0.020582525,0.020567454,0.020537403,0.020432819,0.020119061,0.019471998,0.018120254,0.016281939,0.016190128,0.01706007,0.018048824,0.018612658,0.019196193,0.019452368,0.019137274,0.018175574,0.016329131,0.012828611,0.010476945,0.011582223,0.012355313,0.012430639,0.012133303,0.011301737,0.010176541,0.009842408,0.00986626,0.01008066,0.010982166,0.010993905,0.00954721,0.006692055,0.004656193,0.005573228,0.008447866,0.009831963,0.010162274,0.009681084,0.008561578,0.006788349,0.005135788,0.005069448,0.005242185,0.005460856,0.004507619,0.002967048,0.000399271,0.001009452,0.003858853,0.005804897,0.006654736,0.006729587,0.006306582,0.005635953,0.005364767,0.005574318
74,Dde,524,HF_20100917_151117.wav,6,1,0.00742581,0.007276936,0.006205032,0.005929771,0.006039968,0.005139796,0.00372743,0.002087511,0.000554212,4.878510618163348e-05,0.00070883,0.00316986,0.00583503,0.008181565,0.010150443,0.011722479,0.012929151,0.013810768,0.01439676,0.0147022,0.014727606,0.014458964,0.013871628,0.012961214,0.011889682,0.011293312,0.011945134,0.013527327,0.015171268,0.016533146,0.017591571,0.018382564,0.018937799,0.019277254,0.019410882,0.019341322,0.019067248,0.018589661,0.017926913,0.017148886,0.01642819,0.016027448,0.016100077,0.016505801,0.016959384,0.017252362,0.01727983,0.016981981,0.016297358,0.01513063,0.01334083,0.011073926,0.010230296,0.011988408,0.014074041,0.015490824,0.016367165,0.016845874,0.017015346,0.016934265,0.016647854,0.016197052,0.015623002,0.01496722,0.014268066,0.013556788,0.012857826,0.012192566,0.011579407,0.011031454,0.010564571,0.010243066,0.010110084,0.009945937,0.009467791,0.008505457,0.006887877,0.005155268,0.005628078,0.006843073,0.007307807
75,Dde,524,HF_20100917_162823.wav,4,0,0.006647581,0.006986668,0.006639338,0.005681012,0.004094097,0.001917816,0.000170321,0.000983156,0.002654784,0.003697061,0.00428616,0.005035476,0.006341724,0.008046796,0.009747949,0.011210845,0.012376946,0.013252599,0.013854297,0.014192319,0.014266546,0.014065991,0.013573676,0.012794463,0.011870163,0.011341241,0.011911806,0.013375454,0.014972335,0.016340899,0.017427785,0.018254421,0.018846096,0.019219359,0.019381708,0.019333442,0.019070491,0.018590313,0.017907327,0.017091345,0.016331747,0.015929308,0.016051698,0.016520695,0.017015547,0.017322056,0.017340515,0.017014479,0.016280618,0.015033098,0.013110524,0.010718553,0.009948861,0.011808046,0.013902541,0.015295467,0.016134758,0.016572204,0.016702053,0.016588848,0.016285622,0.015844548,0.015322144,0.014778193,0.014267758,0.013830112,0.013481881,0.013216493,0.013004532,0.01279344,0.012512255,0.0120813,0.011418696,0.010438478,0.009042782,0.007226202,0.005895766,0.00582855,0.006135957,0.006613165,0.006908711
